"MonitoringLocationIdentifier","Reason","ReasonType","FLAG"
"UTAHDWQ_WQX-4900001","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4900430","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4900445","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4900750","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4901050","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4904800","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4905348","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4905458","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4905730","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4905910","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4908149","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4908153","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4908154","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4908191","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4917320","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4920750","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4920990","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4921100","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4923500","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4923837","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4925140","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4926220","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4930001","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4930003","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4930005","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4930053","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4930521","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4930526","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4930527","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4931051","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4931600","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4933590","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4934444","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4935921","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4936141","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4936142","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4936148","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4936149","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4936151","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4936310","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4936352","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4936354","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4936880","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4936881","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4937170","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4937180","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4937190","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4937761","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4938555","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4938831","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4939000","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4939001","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4939002","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4939003","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4939100","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4940001","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4940130","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4940132","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4940135","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4940150","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4940151","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4942480","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4946361","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4946571","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4948821","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4949330","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4949671","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4949950","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4950001","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4950003","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4950051","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4950053","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4950300","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4950321","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4950511","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4951266","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4953191","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4954591","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4954800","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4955302","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4955812","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4956398","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4958520","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4958701","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4959600","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4984810","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4985210","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4990000","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4990001","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4990002","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4990010","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4990020","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4990750","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4990755","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4990760","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4990765","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4990766","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4990767","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4991130","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4991265","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4991830","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4994000","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4994725","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4994895","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4995670","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4995931","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4996890","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4996897","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-4996903","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5901741","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5913490","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5916461","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5918061","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5918071","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5931190","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5936111","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5937651","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5937777","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5938061","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5939371","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5941451","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5952420","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5955881","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5958011","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5989999","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5995150","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"UTAHDWQ_WQX-5995202","Attributes indicate dup, rep, blank, dummy, or QAQC site","Attribute based","REJECT"
"NALMS-5825","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-5826","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-5828","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-5833","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-5836","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-5837","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-5840","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-5841","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-5843","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-7217","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-7218","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-7389","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-7390","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-7409","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-7410","Horizontal datum unknown","Attribute based","REJECT"
"NALMS-7458","Horizontal datum unknown","Attribute based","REJECT"
"NTHRNUTE-DDC","Horizontal datum unknown","Attribute based","REJECT"
"NTHRNUTE-DLF","Horizontal datum unknown","Attribute based","REJECT"
"NTHRNUTE-RKD","Horizontal datum unknown","Attribute based","REJECT"
"NTHRNUTE-UBH","Horizontal datum unknown","Attribute based","REJECT"
"USGS-373006109312301","Aquifer name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373122109321501","Aquifer name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373128112400801","Aquifer name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373158109312601","Aquifer name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373202109293401","Aquifer name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373357112345201","Aquifer name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-391426113524401","Aquifer name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-402117110450601","Aquifer name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-402658110494501","Aquifer name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-402852110493301","Aquifer name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373006109312301","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373122109321501","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373128112400801","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373158109312601","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373202109293401","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373357112345201","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-383534109334001","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-391426113524401","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-393113110302001","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-403448109372101","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-403528109033801","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-403607109285501","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-403636112152401","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-403748109310101","Formation type populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373006109312301","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373122109321501","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373128112400801","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373158109312601","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373202109293401","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373357112345201","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-373807112401501","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-402117110450601","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-402658110494501","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-402852110493301","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-403450109372601","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-403450109372602","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-403451109372701","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-403913109260301","Aquifer type name populated: associated with unassessed wells","Attribute based","REJECT"
"USGS-370533113315101","Non-assessed site type","Attribute based","REJECT"
"USGS-370545113312501","Non-assessed site type","Attribute based","REJECT"
"USGS-370547113312201","Non-assessed site type","Attribute based","REJECT"
"USGS-413828112113801","Non-assessed site type","Attribute based","REJECT"
"USGS-414053112132501","Non-assessed site type","Attribute based","REJECT"
"USGS-414055112104901","Non-assessed site type","Attribute based","REJECT"
"USGS-414055112115701","Non-assessed site type","Attribute based","REJECT"
"UTAHDWQ_WQX-5932540","Non-assessed site type","Attribute based","REJECT"
"UTEMTN-Ruin Spring Creek","Non-assessed site type","Attribute based","REJECT"
"11NPSWRD_WQX-GLCA_3P_ESC02","Undefined AU","Spatial","REJECT"
"11NPSWRD_WQX-HOVE_3P_5995710","Undefined AU","Spatial","REJECT"
"952307_WQX-Gate Canyon Spring 1","Undefined AU","Spatial","REJECT"
"952307_WQX-Rye Spring 1","Undefined AU","Spatial","REJECT"
"952307_WQX-Rye Spring 2","Undefined AU","Spatial","REJECT"
"952307_WQX-Rye Spring 3","Undefined AU","Spatial","REJECT"
"NNEPA-02DESERTCR05","Undefined AU","Spatial","REJECT"
"USGS-412757112163901","Undefined AU","Spatial","REJECT"
"USGS-09413200","Undefined AU","Spatial","REJECT"
"USGS-10126180","Undefined AU","Spatial","REJECT"
"USGS-10166430","Undefined AU","Spatial","REJECT"
"USGS-10172630","Undefined AU","Spatial","REJECT"
"USGS-10172780","Undefined AU","Spatial","REJECT"
"USGS-10172860","Undefined AU","Spatial","REJECT"
"USGS-10172952","Undefined AU","Spatial","REJECT"
"USGS-381045113470701","Undefined AU","Spatial","REJECT"
"USGS-381741109465901","Undefined AU","Spatial","REJECT"
"USGS-382016113364001","Undefined AU","Spatial","REJECT"
"USGS-382344113305901","Undefined AU","Spatial","REJECT"
"USGS-383534109334001","Undefined AU","Spatial","REJECT"
"USGS-391426113524401","Undefined AU","Spatial","REJECT"
"USGS-394424113090701","Undefined AU","Spatial","REJECT"
"USGS-403636112152401","Undefined AU","Spatial","REJECT"
"USGS-403835112171801","Undefined AU","Spatial","REJECT"
"USGS-405018112013101","Undefined AU","Spatial","REJECT"
"USGS-405020112011001","Undefined AU","Spatial","REJECT"
"USGS-405033112012501","Undefined AU","Spatial","REJECT"
"USGS-405545111565301","Undefined AU","Spatial","REJECT"
"USGS-410724112093901","Undefined AU","Spatial","REJECT"
"USGS-410732112092601","Undefined AU","Spatial","REJECT"
"USGS-410803112092701","Undefined AU","Spatial","REJECT"
"USGS-412150112081101","Undefined AU","Spatial","REJECT"
"USGS-412457112123001","Undefined AU","Spatial","REJECT"
"USGS-412458112130601","Undefined AU","Spatial","REJECT"
"USGS-412459112140401","Undefined AU","Spatial","REJECT"
"USGS-412514112101101","Undefined AU","Spatial","REJECT"
"USGS-412522112053901","Undefined AU","Spatial","REJECT"
"USGS-412523112073901","Undefined AU","Spatial","REJECT"
"USGS-412523112093301","Undefined AU","Spatial","REJECT"
"USGS-412525112155101","Undefined AU","Spatial","REJECT"
"USGS-412642112025801","Undefined AU","Spatial","REJECT"
"USGS-413556112114901","Undefined AU","Spatial","REJECT"
"USGS-413651112222101","Undefined AU","Spatial","REJECT"
"USGS-413657112224301","Undefined AU","Spatial","REJECT"
"USGS-413723112114801","Undefined AU","Spatial","REJECT"
"USGS-413741112161901","Undefined AU","Spatial","REJECT"
"USGS-413800112164901","Undefined AU","Spatial","REJECT"
"USGS-413812112172901","Undefined AU","Spatial","REJECT"
"USGS-413813112170001","Undefined AU","Spatial","REJECT"
"USGS-413816112165701","Undefined AU","Spatial","REJECT"
"USGS-413827112174201","Undefined AU","Spatial","REJECT"
"USGS-413828112113801","Undefined AU","Spatial","REJECT"
"USGS-413856112104501","Undefined AU","Spatial","REJECT"
"USGS-414055112104901","Undefined AU","Spatial","REJECT"
"USGS-414055112115701","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4900001","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4900750","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4901410","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4905910","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4907087","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4908153","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4908154","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4908280","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4920000","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4920031","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4920032","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4920290","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4920750","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4920966","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4921100","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4923500","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4926127","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4930001","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4930003","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4930005","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4930053","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4930250","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4930526","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4934444","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4936352","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4936354","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4937170","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4938555","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4939000","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4939001","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4939002","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4939003","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4939100","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4940001","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4940130","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4940132","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4940135","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4940150","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4940151","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4950001","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4950003","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4950051","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4950053","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4950500","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4958701","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4959230","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4959600","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990000","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990001","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990002","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990010","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990087","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990090","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990093","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990095","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990145","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990240","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990360","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990390","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990640","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990750","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990755","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990760","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990765","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990766","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990767","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990808","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4990900","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4991130","Undefined AU","Spatial","REJECT"
"UTAHDWQ_WQX-4991290","Undefined AU","Spatial","REJECT"
